publish_date,id,title,sentiments,effects,sound,behaviour,tags,people,location
2019-02-07,Aai8lHaTNyI,Sein Umgang mit den Dingen,0,0,0,0,0,0,0
2019-02-04,Ek48i_Y21NE,Thomas der Ungläubige,0,0,0,0,0,0,0
2019-02-02,Cunpmw50fN8,01-02-2019#20.07.53,0,0,0,0,0,0,0
2019-01-31,TdeTR6wbzYQ,Wir atmen sauren Stoff und nennen es Leben,0,0,0,0,0,0,0
2019-01-31,mb8WSXcD7eY,Die Aufllösung: Herzlich Willkommen in der Matrix,0,0,0,0,0,0,0
2019-01-29,RJfu63gcH5Y,Wie aus Göttern Affen wurden Wie aus Affen Götter werden,0,0,0,0,0,0,0
2019-01-27,Si8nPa9-6R4,welch dummer Zufall: Herzlich willkommen in der Matrix,0,0,0,0,0,0,0
2019-01-27,M9DfJ3UzSRE,Training für werdende Götter,0,0,0,0,0,0,0
2019-01-27,vQdlbf9sSE4,Das Leben bis dahin,0,0,0,0,0,0,0
2019-01-26,zUdXUoRUlp8,Das Wissen - Die Welt - Die Menschen,0,0,0,0,0,0,0
2019-01-24,KTFVa9LXnoQ,Sag kein Wort - Schweigen ist Gold,0,0,0,0,0,0,0
2019-01-22,vdh8sO3q2MM,In der Zeit der Wahrheit,0,0,0,0,0,0,0
2019-01-21,rwR4R2tEJG8,und damit ist alles gesagt podast 20190105,0,0,0,0,0,0,0
2019-01-21,fyb__EtiCLg,das was wir leben nennen podast 20190105,0,0,0,0,0,0,0
2019-01-08,reZiI0prx8Y,brandaktuell,0,0,0,0,0,0,0
2019-01-05,g4ZGOzdNuVE,Die Bibel - Erkenntnisse im Leben des Menschen,0,0,0,0,0,0,0
2019-01-02,n27V5rR4xpM,Ich wollte hassen ich wollte böse sein ... 31122018,0,0,0,0,0,0,0
2018-12-30,7yIujT8tEkk,Ich wollte hassen ich wollte böse sein ... 27122018,0,0,0,0,0,0,0
2018-12-28,ZWr0Gw4wyLA,Michael Friedrich Vogt Klarstellung zu den Gerüchten und Falschmeldungen Quer denken TV,0,0,0,0,0,0,0
2018-12-27,FOHqTldt_6k,Interview mit Grigori Gabevoi Querdenken TV Michael Friedrich Vogt,0,0,0,0,0,0,0
2018-12-25,F6AUGrRFTds,Die Lost Paradise Seminarreihe - Teilnahme,0,0,0,0,0,0,0
2018-12-21,RbL_Q0DgOaQ,Es war einmal ... das Leben,0,0,0,0,0,0,0
2018-12-16,PtJzIQrxdPE,Die Augen - Das Spiegelbild der Seele - Der Beweis,0,0,0,0,0,0,0
2018-12-14,iXiKq03ayLo,Am Ende bleibt das was ist,0,0,0,0,0,0,0
2018-12-04,40Ogsmiy1hY,In Wahrhaftigkeit Leben - Das strukturierte Prinzip der Liebe - Thomas a.d.F. Veit,0,0,0,0,0,0,0
2018-12-04,_vjV_jpeA-c,Dein Weg Dein Wissen Dein Leben,0,0,0,0,0,0,0
2018-11-30,q_l93OyVLCY,Der Weg Das Wissen Das LebenUBCedit - Jupiters Moon,0,0,0,0,0,0,0
2018-11-27,b3SxuR5v0i4,KI Virus - Verlauf tödlich,0,0,0,0,0,0,0
2018-11-27,nA4Dvxx_sDw,Auf dem Weg - Die Stiftung,0,0,0,0,0,0,0
2018-11-24,et1wMV8VEfg,Wer die Wahrheit spricht braucht ein vedammt schnelles Pferd,0,0,0,0,0,0,0
2018-11-18,HrjvyfYZbXM,"Da wo Endlichkeit ist, besteht kein Leben II",0,0,0,0,0,0,0
2018-11-18,kGsE8nr5LRg,"Da wo Endlichkeit ist, besteht kein Leben I",0,0,0,0,0,0,0
2018-11-16,fpTwB9Jv6Nk,"Manipulation Mann Frau: Raus aus dem Leid, Rein in die Wahrhaftigkeit",0,0,0,0,0,0,0
2018-11-04,PQu6KT1jlIM,Mach es Dir selbst - Wer nicht fragt bleibt dumm,0,0,0,0,0,0,0
2018-10-22,AK-TYRy2Bz8,Der Schleier der Illusion  truthseeker,0,0,0,0,0,0,0
2018-10-16,ixKejjOjZu4,Der Weg Das Wissen Das Leben I,0,0,0,0,0,0,0
2018-10-15,KA80ukp2Bwk,Der Weg Das Wissen Das Leben,0,0,0,0,0,0,0
2018-10-11,PifQmkoVPjo,Schöne neue Welt - Podcast,0,0,0,0,0,0,0
2018-10-11,nM7ELwUh-sw,Denkst Du das ist Luft die Du gerade atmest?,0,0,0,0,0,0,0
2018-10-07,QunvweE56OA,Angstfrei werden oder Sterben gehen,0,0,0,0,0,0,0
2018-09-30,7UFkWf5Oq1g,weltweit gespeert,0,0,0,0,0,0,0
2018-09-24,oUIiIdRpVd8,"Mythen der Endzeit - Quantensprung, Frenquenzanstieg und andere Spirituelle Rafinessen",0,0,0,0,0,0,0
2018-09-24,Eg09YwbqfQA,endgame - Alles oder Nichts,0,0,0,0,0,0,0
2018-09-22,C3rNFixQ9b4,Der Mensch ist Technologie - aufgedeckt Akte Thailand Project,0,0,0,0,0,0,0
2018-09-16,j6YdJnfPJ3k,Geheimes Wissen : Das Denken tötet,0,0,0,0,0,0,0
2018-09-07,1YhFVlXr07k,Wissen ist Liebe und Liebe ist Wissen - Thomas adF Veit,0,0,0,0,0,0,0
2018-08-28,CJeF1-5bxFI,Nichts in dieser Welt ist wie es scheint,0,0,0,0,0,0,0
2018-08-27,nZsaCQZ24gk,Haben wir eine Seele und wo ist diese verankert?,0,0,0,0,0,0,0
2018-08-17,yyklxfUsrmE,Jeder Stillstand schwächt euren Willen - Podcast,0,0,0,0,0,0,0
2018-08-13,bLPgeEa2muI,"Lost Paradise - Du siehst nur  das, was Du sehen sollst",0,0,0,0,0,0,0
2018-08-06,EfiTTav1Srs,"Bewusstein,Materie,Blackgoo - Die Entstehungsgeschichte des Menschen",0,0,0,0,0,0,0
2018-07-27,MHjoEhLgQ-Q,Informationskrieg - Krisengebiete - brandaktuell,0,0,0,0,0,0,0
2018-07-26,GLBXXnBpMjo,Bewusst Seins Industrie,0,0,0,0,0,0,0
2018-07-23,rX_htxR7ZzU,Die Versklavung des Menschen,0,0,0,0,0,0,0
2018-07-18,zFawTseLdcI,Planet der Affen - Herzlich Willkommen in der Matrix,0,0,0,0,0,0,0
2018-07-08,hN-KMYK2hvw,Du bist dran,0,0,0,0,0,0,0
2018-07-03,RM9CRqukQZM,Alles was wir sehen haben wir selbst erschaffen,0,0,0,0,0,0,0
2018-06-21,uz47zUimuf4,Eure Kraft ist nur so stark wie eure Illusion die ihr den Menschen suggeriert,0,0,0,0,0,0,0
2018-06-20,kR-jmY4ghLo,Podcast Schöpferwissen TV - Zurück in die Zukunft,0,0,0,0,0,0,0
2018-06-19,gnbgOLRIAqk,Weiter mit den Ereignissen - Entprogrammierung Mensch,0,0,0,0,0,0,0
2018-06-11,G5OSpP1cSko,Der Deutsche Sicherheitsdienst und Thomas Veit,0,0,0,0,0,0,0
2018-06-04,5C37DXty_v8,Ausleiten von Parasiten möglich?,0,0,0,0,0,0,0
2018-05-30,MM_kdAQ5yv0,"Das ist das Wissen -  anschnallen es geht weiter, minder heiter ...",0,0,0,0,0,0,0
2018-05-30,BL2mq5jb1hY,Das Wissen lässt sich nicht verkaufen,0,0,0,0,0,0,0
2018-05-29,v_fif1-Ple8,.. vom Glauben und Wissen I,0,0,0,0,0,0,0
2018-05-29,oJbG87Ni43I,.. vom Glauben und Wissen,0,0,0,0,0,0,0
2018-05-28,gAJPVEiqVTo,.. über die Heilung und Befreiung,0,0,0,0,0,0,0
2018-05-28,k9KiFMRKT2U,Niemand kann seine Schritte teilen und sie einem Anderen geben,0,0,0,0,0,0,0
2018-05-28,gGNG3kaazAY,.. über Wahrheit und Wissen,0,0,0,0,0,0,0
2018-05-22,G4I20Pi2l9Y,Informationskrieg?,0,0,0,0,0,0,0
2018-05-21,4UzvShm02mA,Einzigartigkeit Wissen,0,0,0,0,0,0,0
2018-05-17,tpOvEU0gWd4,Eine Erkenntnis - Auszug aus dem 67 teiligen Fernstudium,0,0,0,0,0,0,0
2018-05-15,bwdIes0jAKE,Endzeit Baby,0,0,0,0,0,0,0
2018-05-13,zb1mIviohfU,"Die Entschlüsslung der Welt, die Keinem gefällt",0,0,0,0,0,0,0
2018-05-08,R0QtIKlJfvM,Das Wissen über die Versklavung des Menschen,0,0,0,0,0,0,0
2018-05-04,pJ_bYyU4qCE,Niemand ist absichtlich böse - Es fehlt nur das falsche Verständnis der Welt,0,0,0,0,0,0,0
2018-05-02,iPk2GVvfINg,Der Kampf ums Wissen - Was du wissen solltest,0,0,0,0,0,0,0
2018-05-01,VD_9Em89EbY,Rise of the machines - Der Aufstieg der Maschinen?,0,0,0,0,0,0,0
2018-05-01,0vVhrgzKVjs,Was passiert wenn wir schlafen?,0,0,0,0,0,0,0
2018-04-30,-buNcGg6gTo,Podcast Schöpferwissen TV Fernstudium - Thomas adF Veit,0,0,0,0,0,0,0
2018-04-30,euzRs2BXNy4,"Der Wahrheit und Wahrhaftikeit verpflichtet, allen Seins",0,0,0,0,0,0,0
2018-04-30,YrcYy_Bl5yc,"Neue Wissenschaft - Black Goo, Seele, Geist, Bewusstsein",0,0,0,0,0,0,0
2018-04-29,_eGbbGqw8M4,"Die Sprache des Menschen: Warum verstehst du mich, oder eben nicht?",0,0,0,0,0,0,0
2018-04-29,6RiJZBg5W_0,Ende der Programmierung - Das Wissen über Sex,0,0,0,0,0,0,0
2018-04-28,qpwVvmF7t5M,Die neue Wissenschaft - Musikindustrie,0,0,0,0,0,0,0
2018-04-28,zz6V1zCYcCg,Das Wissen - Die Wahrheit über Kriege,0,0,0,0,0,0,0
2018-04-28,MpCFKcdYxv8,Ende der Programmierung - Der Weg zum Wissen,0,0,0,0,0,0,0
2018-04-28,TirKHHagmec,Die Neue Wissenschaft,0,0,0,0,0,0,0
2018-04-27,PV0SyMWzfz0,Schöpferwissen TV - Feldforschung - Neue Wissenschaft,0,0,0,0,0,0,0
2018-04-27,bKzKUDrgRQo,The truth should stay hidden -  Die Wahrheit soll verborgen bleiben,0,0,0,0,0,0,0
2018-04-26,IyDjOWDLjuI,Schöpferwissen TV goes Chiang Mai,0,0,0,0,0,0,0
2018-04-25,vk4zRT9B-Ko,Vom Umgang mit Informationen - Ein Einblick,0,0,0,0,0,0,0
2018-04-24,Y9Mm5ki9JrA,Über Könige und das Vergessen des Menschen,0,0,0,0,0,0,0
2018-04-23,CwA8aou2eGA,Thomas Fight für Gerechtigkeit | Teil 2,0,0,0,0,0,0,0
2018-04-23,KSFqKVXAJTc,Thomas Fight für Gerechtigkeit - Teil 1,0,0,0,0,0,0,0
2018-04-23,zL0eahyttOA,Eilmeldung! Diese Welt ist eine Lüge,0,0,0,0,0,0,0
2018-04-22,ibV2LeukU_8,Schöpferwissen TV Fernstudium -  Umgang mit Informationen,0,0,0,0,0,0,0
2018-04-22,H9sLUuu3lRk,Deutschland den Deutschen?,0,0,0,0,0,0,0
2018-04-22,emS6kFuBVjk,Schöpferwissen TV Fernstudium  Chaostage YouTube,0,0,0,0,0,0,0
2018-04-18,7tHeX-RJAZM,Die Welt - Das Gesetz der Wechselbeziehung,0,0,0,0,0,0,0
2018-04-17,8jWE4cVOodw,verstehst du den unterschied zwischen wissen und unwissen youtube,0,0,0,0,0,0,0
2018-04-17,CWf8AfNucZs,"Mut, Wille, Entscheidungskraft,  entdecke deine Macht",0,0,0,0,0,0,0
2018-04-16,sRvqrKEZsBQ,Businessplan  Nazi Thomas Veit,0,0,0,0,0,0,0
2018-04-15,T4f8sBfDs64,Wenn ich keine gedanken hätte...,0,0,0,0,0,0,0
2018-04-15,W44cz9rTdH0,Mensch ist nicht gleich Person,0,0,0,0,0,0,0
2018-04-15,Qzv1Xn2z8rU,Entprogrammierung Mensch - Wie aus Affen Götter werden,0,0,0,0,0,0,0
2018-04-14,ZF3b8Lqb2iM,Die Gefahr Schöpferwissen Thomas Veit alias Anunnaki Teil 3,0,0,0,0,0,0,0
2018-04-14,Wsi8NAanwH8,Die Gefahr Schöpferwissen Thomas Veit alias Annunaki Teil 2,0,0,0,0,0,0,0
2018-04-14,VZsRQt23TlE,Die Gefahr Schöpferwissen Thomas Veit alias Annunaki Teil 1,0,0,0,0,0,0,0
2018-04-13,8FRhgVZWRsY,Nachforschungen Deutscher Justizbehörden,0,0,0,0,0,0,0
2018-04-10,RDkNPl_9CEY,Die Seele ist Technologie,0,0,0,0,0,0,0
2018-04-10,gbYqxT63hds,Die tatsächliche Macht des Geistes,0,0,0,0,0,0,0
2018-04-09,dA2qdjCmOL0,Lost Paradise Wie aus Göttern Affen wurden,0,0,0,0,0,0,0
2018-04-09,w5idbT19OiQ,Was ist der Sinn des Lebens?,0,0,0,0,0,0,0
2018-04-07,yToVJBs6kww,"Es geht um alles, auch um dich! YouTube",0,0,0,0,0,0,0
2018-04-06,mio_W6-i8pk,Wissen der Matrix vs Das Wissen,0,0,0,0,0,0,0
2018-04-06,FEW-rnKiGsw,Transhumanismus - Was bedeutet es wirklich?,0,0,0,0,0,0,0
2018-04-06,diyv3mNqVkY,Warum Du unwissendlich ein Sklave  bist - Das Schulsystem,0,0,0,0,0,0,0
2018-04-05,3daHeP8INHU,Michael Vogt Querdenken TV,0,0,0,0,0,0,0
2018-04-04,oChUwH4mda8,Seelenpartner und Dualseele - So findest du sie,0,0,0,0,0,0,0
2018-04-02,Tdp0CWzrRXQ,Angriffe der Matrix sobald du den Weg zum Wissen wählst,0,0,0,0,0,0,0
2018-04-02,3hThTejvPrs,Transhumanismus was ist denn das?,0,0,0,0,0,0,0
2018-04-02,0mTMuGp7J9g,Podcast schoepferwissenTV - Die Entwaffnung des Menschen,0,0,0,0,0,0,0
2018-04-02,rPD1YLKWsZs,Spirituelle Fehlleitungen warum?,0,0,0,0,0,0,0
2018-04-02,UoXCCAgZRqM,Frisch ver liebt?,0,0,0,0,0,0,0
2018-04-01,IkRgfwWCWls,Wissen was geht: Urlaubszeit,0,0,0,0,0,0,0
2018-04-01,u3jG9Z-pAis,Fehlanzeige Spiritualität,0,0,0,0,0,0,0
2018-04-01,JSp86qDlr_g,Nicht von dieser Welt - Entprogrammierung Mensch,0,0,0,0,0,0,0
2018-03-31,vPN7-J1fSH4,Der Weg im abendlichen Gespräch,0,0,0,0,0,0,0
2018-03-31,HJrMXMXcvZU,Wir haben unser Wissen abgegeben - Geistheiler Sananda TV,0,0,0,0,0,0,0
2018-03-31,d_KJcm8e9uM,Was ist der Sinn des Spiels indem wir uns alle befinden?,0,0,0,0,0,0,0
2018-03-31,b2H126GtF8A,.. weil sich der Mensch sonst unwissendlich selbst abschafft,0,0,0,0,0,0,0
2018-03-30,1iKaFckyjZY,Schöpferwissen TV Fernstudium,0,0,0,0,0,0,0
2018-03-30,zcZX4BplsSs,Die unglaubliche Wahrheit über Indigo Menschen realoaded,0,0,0,0,0,0,0
2018-03-29,rVFo1HeqV5A,Warum haben manche Menschen so ein schweres Leben? - Sanada Teil 1,0,0,0,0,0,0,0
2018-03-29,b-4oH-niAk4,Wissen ist Macht,0,0,0,0,0,0,0
2018-03-28,PIFI0o2RGu0,Ängste und Blockaden auflösen - Eigentlich ganz einfach,0,0,0,0,0,0,0
2018-03-28,nu7e1HzE-rg,Willst du Wissen was die Matrix ist?,0,0,0,0,0,0,0
2018-03-26,wzDerjxy7p0,Die Akasha Chronik - Was steckt dahinter?,0,0,0,0,0,0,0
2018-03-24,JrOBoufafdg,Ohne Kompromisse - Den Weg der Wahrheit gehen,0,0,0,0,0,0,0
2018-03-23,RyxbkncD7eA,Grenzenlosigkeit erfahren,0,0,0,0,0,0,0
2018-03-22,K6khfMGmi5w,Schöpferwissen TV - News,0,0,0,0,0,0,0
2018-03-21,YdakF9eEfcA,Eilt! Exit aus der Matrix,0,0,0,0,0,0,0
2018-03-20,HsBTUFOP8ww,Das Camp - Die Aktion Rettung Mensch,0,0,0,0,0,0,0
2018-03-18,aTAslIrbM4k,Das härteste Bootcamp der Welt,0,0,0,0,0,0,0
2018-03-16,OOe33uTdVt8,Welchen Wert hat das Wissen?,0,0,0,0,0,0,0
2018-03-16,sdmfl5vvPio,"Das unmögliche, möglich machen",0,0,0,0,0,0,0
2018-03-14,Hmsggqa1fLk,Worte an die Menschen die mit ihm sind,0,0,0,0,0,0,0
2018-03-14,tkqeupZFyYU,"Worte an die Menschen, Thomas adF Veit",0,0,0,0,0,0,0
2018-03-12,fbxJKXcumsc,"Wer bin Ich nicht, wer bist Du nicht, das was Wir nicht sind",0,0,0,0,0,0,0
2018-03-11,zI3QANvbxkY,"Wer bist Du, Wer bin Ich und wer sind Wir?",0,0,0,0,0,0,0
2018-03-09,irXOzrs2JNE,Hast du Angst vorm Schwarzen Mann?,0,0,0,0,0,0,0
2018-03-06,PCHp4S9vO40,Aktion Mensch,0,0,0,0,0,0,0
2018-03-01,EXTFbjueEMg,Weiterführendes Fernstudium: Wie aus Affen Götter werden,0,0,0,0,0,0,0
2018-02-28,ZVSshuW23S4,aufdemwegzumschoepferwissen reloded,0,0,0,0,0,0,0
2018-02-26,X_GHVBbNlDs,"Na, nachgedacht?",0,0,0,0,0,0,0
2018-02-21,wL7F3jPzUHM,Die Übernahme des menschlichen Körpers - Dokumentation,0,0,0,0,0,0,0
2018-02-21,iOJzl5HTNdE,"Die Jagdt  der Dämonen, die sich den Menschen holen",0,0,0,0,0,0,0
2018-02-21,EPWujpDtNR8,Der Mensch: Sein oder nicht Sein,0,0,0,0,0,0,0
2018-02-21,WGnZtLBtMh8,Der Weg zum freien WIllen,0,0,0,0,0,0,0
2018-02-19,0qmKUXClRHU,Das hat die Welt noch nicht gesehen - Technologie Mensch,0,0,0,0,0,0,0
2018-02-19,V1lO2bYJTT0,Krankheit als Symbol der Seele,0,0,0,0,0,0,0
2018-02-16,kS1xUnxBA5Q,Der Seelenplan - Glück und Unglück sind kein Zufall!,0,0,0,0,0,0,0
2018-02-14,mUQylPLAx98,"Spiritualität, Abwarten und Tee trinken",0,0,0,0,0,0,0
2018-02-14,Xz2abxSac8s,Leben wir in einer Matrix?,0,0,0,0,0,0,0
2018-02-11,Anh5i0l-HxU,Nicht von dieser Welt - Das Wissen,0,0,0,0,0,0,0
2018-02-10,zI7gbj_CEvY,Enthüllungen der Endzeit VI,0,0,0,0,0,0,0
2018-02-09,8i6l1ozqxHM,Enthüllungen der Endzeit V,0,0,0,0,0,0,0
2018-02-08,kkL7JVAHlV4,Enthüllungen der Endzeit IV,0,0,0,0,0,0,0
2018-02-08,MGNansBp2bk,Enthüllungen der Endzeit III,0,0,0,0,0,0,0
2018-02-08,CUectqiE1W0,Enthüllungen der Endzeit II,0,0,0,0,0,0,0
2018-02-08,1ezGG11E0tQ,Enthüllungen der Endzeit I,0,0,0,0,0,0,0
2018-02-07,8ZEmXBl5nSU,"Die Wunderbücher, die das Wissen zu den Menschen tragen",0,0,0,0,0,0,0
2018-02-06,hkIoxPOnS_Y,Wissen hautnah erleben,0,0,0,0,0,0,0
2018-02-04,OaihDHqT6iI,NIE WIEDER ANGST - Die unglaubliche Kraft der Hypnose,0,0,0,0,0,0,0
2018-02-04,MVJM66ZID90,Gor Timofey Rassadin: Neugeburt der Erde und der Menschheit,0,0,0,0,0,0,0
2018-02-04,6UzIOlBVdSA,wissenhautnah ein einblicke youtube,0,0,0,0,0,0,0
2018-01-31,DcCaap9ghBg,"Geistige Fähigkeiten, Willenskraft",0,0,0,0,0,0,0
2018-01-29,Awt6oKoaNOk,Verbotenes Wissen: Seelen-Kreislauf - das Leben und Sterben,0,0,0,0,0,0,0
2018-01-29,30AI6MKoafQ,Die verarschen Euch - Wahrheit bedeutet einen Weg zu gehen,0,0,0,0,0,0,0
2018-01-28,8zD1V1Cnmow,"Widmung Mensch, Grigori Grabevoi",0,0,0,0,0,0,0
2018-01-28,5jn-yI1AEBY,Dringender Aufruf an die Menschheit - Sananda,0,0,0,0,0,0,0
2018-01-26,pPTs8fKV9ys,Die verarschen Euch,0,0,0,0,0,0,0
2018-01-25,L4m5TnjxCws,Um den Tod zu überwinden bedarf es keiner Überlegung,0,0,0,0,0,0,0
2018-01-24,LT2bDeMLhbI,Kannst du dich und deine Lügen sehen?,0,0,0,0,0,0,0
2018-01-24,NA8NsUMojO8,Die Macht des Unterbewusstseins,0,0,0,0,0,0,0
2018-01-24,rfArueectrI,Die Welt im Wissen,0,0,0,0,0,0,0
2018-01-22,URK6QUN5YSY,Dämonen die dem Menschen inne wohnen,0,0,0,0,0,0,0
2018-01-19,a9Q-G7fG4YA,"Geheimwissen: Dunkle Materie, verRückte Wahrheit und das Überleben in der Neuen Zeit",0,0,0,0,0,0,0
2018-01-17,w3kyEPFoKfc,Ist Dir noch zu helfen?,0,0,0,0,0,0,0
2018-01-17,zCdDaUdXfTQ,"Du musst wissen was es bedeutet ein Mensch, Schöpfer deiner Realität zu sein",0,0,0,0,0,0,0
2018-01-14,X8z6xcNC0t0,Der Ursprung der Menschheit,0,0,0,0,0,0,0
2018-01-13,o-Dkp4bTPIU,Seelenheil - Auszug aus dem Wissen,0,0,0,0,0,0,0
2018-01-10,y5_NOmS5pcs,Finde die Wahrheit solange du noch kannst,0,0,0,0,0,0,0
2018-01-07,hOPdFyeQ2bI,"Alles oder nichts, ein nächstes Mal gibt es nicht",0,0,0,0,0,0,0
2018-01-06,WZWQyFs4jO0,"Keine Angst, denn nur die Wahrheit hat Bestand",0,0,0,0,0,0,0
2018-01-06,dj7CDrKn7Hc,UBC lets go,0,0,0,0,0,0,0
2018-01-03,Wh94VknI3P8,"Die Seele, Lebendige Materie,dein Körper",0,0,0,0,0,0,0
2018-01-03,aSUy5wY75Jg,Achtung: Dämonen unter uns,0,0,0,0,0,0,0
2018-01-03,pdH_QQXpAzM,Der Architekt der Matrix,0,0,0,0,0,0,0
2018-01-03,z2j-lFsWmzo,Gespräche über das Wissen,0,0,0,0,0,0,0
2018-01-01,pJzQHL6Xve8,Ein zig art ig na mens los,0,0,0,0,0,0,0
2017-12-28,rG7ub_DT9ss,Matrixprogramme - Wie aus Affen wieder Götter werden,0,0,0,0,0,0,0
2017-12-25,6ygHYwZtFyo,Wer ist der Schöpfergott?,0,0,0,0,0,0,0
2017-12-25,rnhfdpZlk2w,Warum all die Höflichkeiten?,0,0,0,0,0,0,0
2017-12-25,JGJ_oik2rdI,Der Mensch der zum Wissen will: Das strukturierte Prinzip der Liebe,0,0,0,0,0,0,0
2017-12-22,ZSivvCdZN4g,Die wahren Pläne der NWO,0,0,0,0,0,0,0
2017-12-22,Ww_rRlvppos,Blut und Blutgruppen,0,0,0,0,0,0,0
2017-12-22,NYLi96aS7tQ,Das Magnetfeld der Erde und des Menschen,0,0,0,0,0,0,0
2017-12-21,duTU9BrbvQk,Die neusten Erkenntnisse über die Seele,0,0,0,0,0,0,0
2017-12-21,CwTp3Rs8ddI,Die wahren Pläne der NWO die keiner kennt,0,0,0,0,0,0,0
2017-12-17,hB1VeFLNWUA,Anunnaki - Gibt es sie wirklich?,0,0,0,0,0,0,0
2017-12-17,FOXpR4SYWzc,Annunaki - Blut - Schöpfergott,0,0,0,0,0,0,0
2017-12-17,dMVAg2oK6z4,Der Beweis: Thomas aus der Familie Veit,0,0,0,0,0,0,0
2017-12-17,5dAdQNvxVQc,Technologie im Menschen - Heilige Geometrie,0,0,0,0,0,0,0
2017-12-17,tS6JbdWh_L4,Zum Ende der Zeit ein Beitrag über die Gefangenschaft der Menschheit,0,0,0,0,0,0,0
2017-12-16,z0Mbzi6aj5w,Diese Informationen sind nicht von dieser Welt ..,0,0,0,0,0,0,0
2017-12-15,TbA1A5CRUoA,Der Mensch ist heute Technologie,0,0,0,0,0,0,0
2017-12-14,FJfq0XjOBCQ,Anunnaki - Die Versklavung der Menschheit,0,0,0,0,0,0,0
2017-12-14,SUgHDyU0TpQ,Anunnaki Teil 1 - Wie aus Göttern Affen wurden,0,0,0,0,0,0,0
2017-12-12,y09HBX5BI2w,Keine Kraft mehr ?,0,0,0,0,0,0,0
2017-12-11,lIOV5rSjQnY,Nichts ist für die Ewigkeit,0,0,0,0,0,0,0
2017-12-09,UHx_h1g6E5g,Die Neue Zeit,0,0,0,0,0,0,0
2017-12-08,Tu2iZgRO_J4,Rettung - Frequenzwechsel - Die Welt im Wandel,0,0,0,0,0,0,0
2017-12-07,wSv4ZBjkyNc,Compact gesteuert,0,0,0,0,0,0,0
2017-12-02,GVdODJMYVqg,"Neuste Erkenntnisse über die Lebendige Materie, Black Goo, Transhumanismus",0,0,0,0,0,0,0
2017-12-01,zpD7UgLc8z0,Was bestimmt die Zukunft der Menschheit?,0,0,0,0,0,0,0
2017-11-30,R-Bk9ONu0yI,Transhumanuismus und Implantate,0,0,0,0,0,0,0
2017-11-30,GxpXFXy6Kus,Biowaffen,0,0,0,0,0,0,0
2017-11-30,OC0cou9xjdQ,Transhumanuismus - Eigene Erfahrungen und Erkenntnisse,0,0,0,0,0,0,0
2017-11-29,FM1MIzydPbs,Alles begann mit dem gesprochenen Wort,0,0,0,0,0,0,0
2017-11-26,e4xfT8KoIFI,Die Wahrheit die niemand sehen will,0,0,0,0,0,0,0
2017-11-26,zRUzZIPWepo,Wer sind wir und was unser Anliegen  - Wie aus Göttern Affen wurden,0,0,0,0,0,0,0
2017-11-26,zHvQsSYUYFc,Weiter auf dem Weg ins Wissen,0,0,0,0,0,0,0
2017-11-11,tbuZY2Qb_-4,Zu nah an der Wahrheit,0,0,0,0,0,0,0
2017-11-07,mk0T0j2FS38,Nur die Wahrheit - Frei Sein,0,0,0,0,0,0,0
2017-11-04,H51f9aBHGNQ,Transhumanismus Ray Kurzweil Schöne neue Welt,0,0,0,0,0,0,0
2017-11-03,UmSmz0Y4xwE,Du wirst gerade umgebaut,0,0,0,0,0,0,0
