publish_date,id,title,sentiments,effects,sound,behaviour,tags,people,location
2017-11-02,hExT6eqVAxo,In der Matrix: Hingabe ist Aufgabe,0,0,0,0,0,0,0
2017-11-01,9qVJTfbLbcU,Dieser Vortrag kann dein Leben verändern,0,0,0,0,0,0,0
2017-10-30,d5d6By6AOec,Gefährliches Wissen Thomas Veit,0,0,0,0,0,0,0
2017-10-30,3xbXBVm8shA,Bewusstsein & Selbstkontrolle: Wie du dein Potenzial entwickeln kannst,0,0,0,0,0,0,0
2017-10-28,Xq-Fryha82U,"Die Wahrheit tut weh, aber die Lüge bringt uns um",0,0,0,0,0,0,0
2017-10-27,MgKUfIygg-4,"Ende gut, Alles gut",0,0,0,0,0,0,0
2017-10-26,gqSQRVLw1bU,Die Entschlüsslung der Welt,0,0,0,0,0,0,0
2017-10-25,kHsBIVatU-4,Was ist Angst?,0,0,0,0,0,0,0
2017-10-24,jCMK6CgMVVk,Der Weg ist das Ziel,0,0,0,0,0,0,0
2017-10-24,JLLciHDhui4,Die Liebe,0,0,0,0,0,0,0
2017-10-20,xsCyliPRVkg,Wie sieht das Wissen aus?  Teil 2,0,0,0,0,0,0,0
2017-10-19,XPAlHkJhZdk,Neugeburt der Erde - Wie Machen wir die Menschen fit für den Umbruch,0,0,0,0,0,0,0
2017-10-18,dgy2Z_8IcRA,Endzeit - GOR Rassadin  -  Herbst 2017 Kosmische Portale,0,0,0,0,0,0,0
2017-10-17,jx7PuTrmPKg,Diese Erkenntnis verändert Dein Leben,0,0,0,0,0,0,0
2017-10-15,HLFvwCGEAjI,Was hast du Arschloch schon jemals riskiert,0,0,0,0,0,0,0
2017-10-15,SXVjoWeKkck,Wie sieht das Wissen aus?,0,0,0,0,0,0,0
2017-10-15,C5UM8iZRB9U,Klänge der Endzeit - Technologische Revolution,0,0,0,0,0,0,0
2017-10-14,k6Vl9bsxzrg,Meditation und Co.,0,0,0,0,0,0,0
2017-10-08,UmR2FzvUnTI,Area 51,0,0,0,0,0,0,0
2017-10-08,1gH7k0ntTtU,No Name  Thomas,0,0,0,0,0,0,0
2017-10-03,OkO8lvLIErA,Ewiges Leben oder Ewige Hölle?,0,0,0,0,0,0,0
2017-10-03,1B0o8Ld08RM,Thomas präsentiert Internationales Völkerrecht,0,0,0,0,0,0,0
2017-10-01,SDJsAN6Iu2U,Was ist die Seele?,0,0,0,0,0,0,0
2017-09-26,_whqZ63BYhk,Ausleiten von Parasiten und dem Schmerzkörper,0,0,0,0,0,0,0
2017-09-25,_WG9B0NIKbw,Umgang mit Informationen - Dein Wegweiser in der Matrix,0,0,0,0,0,0,0
2017-09-23,v_slIqO1gGg,Wahrheit und Wissen,0,0,0,0,0,0,0
2017-09-21,XJwdMxST_NM,Intention - A powerful tool of creation,0,0,0,0,0,0,0
2017-09-20,Pbpo9U4Rjoc,Endzeit -  Der Widerstand wächst,0,0,0,0,0,0,0
2017-09-20,6i0dLlg2nR4,Du willst die Wahrheit,0,0,0,0,0,0,0
2017-09-16,FXO9URMSBr4,Endzeit - Bis zur Befreiung ist es nochmal so weit,0,0,0,0,0,0,0
2017-09-12,Bc-8YykmWFo,Gelernte Amnesie - Themen der Endzeit,0,0,0,0,0,0,0
2017-09-12,3TCzHLy2_BM,Spiritualität - Die wahre New World Order,0,0,0,0,0,0,0
2017-09-11,KMqldMevtdU,Der Kampf ums Wissen,0,0,0,0,0,0,0
2017-09-11,fEc6fqvshTI,Schau hin: Die Wahrheit wird Dir die Heilungen bringen,0,0,0,0,0,0,0
2017-09-10,N5RcmuIIaF8,Das Licht dieser Welt,0,0,0,0,0,0,0
2017-09-07,R5nxm1ngrRI,Der Grosse Erich van Däniken in Kombination mit Tom Who Knows,0,0,0,0,0,0,0
2017-09-07,QTIkWbFp7Ww,"Eine schöne Unternehmung - una compania hermosa, preciosa, apuesta",0,0,0,0,0,0,0
2017-09-04,jeScv6B-Ui0,Die Offenbarung über Thomas und was dir niemand über ihn sagt,0,0,0,0,0,0,0
2017-09-03,pYJQRnqhMw4,"Triologie KI, Dritter Teil - Ein Blick auf die Welt",0,0,0,0,0,0,0
2017-09-03,dEuBJCDCuls,"Triologie KI, Zweiter Teil",0,0,0,0,0,0,0
2017-09-03,4ubcaDy5bAA,"Triologie KI, Erster Teil",0,0,0,0,0,0,0
2017-09-01,5xyZx9pTFro,KI -  Wie aus Göttern Affen wurden,0,0,0,0,0,0,0
2017-08-31,XkcJTfEZ130,Liebe ist ...,0,0,0,0,0,0,0
2017-08-28,35l3YN44My8,Sananda hats erkannt das Strukturierte Prinzip der Liebe,0,0,0,0,0,0,0
2017-08-28,UQLQX32N8zE,"Endzeit! Heiko, Marc, Thomas, Julian, Eltern",0,0,0,0,0,0,0
2017-08-27,3XZhCwz4ghY,"Keine Wertschätzung, keine Entwicklung nur Zerstörung",0,0,0,0,0,0,0
2017-08-27,kn_bvQQvI6c,"Fernstudium Manipulationsmethoden, die Lügen der Spiritualität und der Aufklärerbereich",0,0,0,0,0,0,0
2017-08-26,Q6R10qjLnvI,In den Tagen der Endzeit: Trefft eine Entscheidung in Wahrhaftigkeit,0,0,0,0,0,0,0
2017-08-26,HN-1AhaX1Ag,Schöpferwissen TV   - Es geht um deine Rettung,0,0,0,0,0,0,0
2017-08-25,RdUVF5NJWEM,und er verschwand so wie er gekommen war,0,0,0,0,0,0,0
2017-08-24,Hjq3znhh1Mg,Liebe in der Matrix auch dämonisch,0,0,0,0,0,0,0
2017-08-24,_umOtRQaHUQ,Klappe zu -  Affe tot -  Menschheit gescheitert   Teil 2,0,0,0,0,0,0,0
2017-08-24,Cr2vf2VNENY,Klappe zu -  Affe tot -  Menschheit gescheitert,0,0,0,0,0,0,0
2017-08-24,ph4s7b0iZ-8,Herzlichen Dank Grigori Grabovoi,0,0,0,0,0,0,0
2017-08-24,0SvJQWoEI0A,Live Schaltung Serbien;  Großes Dankeschön von Grigori P  Grabovoi,0,0,0,0,0,0,0
2017-08-24,egs9PlfhHjA,Die 3 Tage Finsternis und die neuesten unglaublichen Erkenntnisse dazu,0,0,0,0,0,0,0
2017-08-24,dZHWgqDut00,Grigori Grabovoi LIVE WEBINAR!! für alle Menschen kostenfrei,0,0,0,0,0,0,0
2017-08-24,TGyj8D-nl2E,Herzlich Willkommen im Paradies,0,0,0,0,0,0,0
2017-08-24,aWWfR30BEl4,Gor Timofey Rassadin:   Neugeburt der Erde und der Menschheit,0,0,0,0,0,0,0
2017-08-23,yifVZLJ6kIk,Künstliche Intelligenz vs. Wissen,0,0,0,0,0,0,0
2017-08-23,HaaQgzV3nFo,Realitäten,0,0,0,0,0,0,0
2017-08-22,1aSDax2Ahkc,Robotisierte Menschheit  - Die Welt der Programme,0,0,0,0,0,0,0
2017-08-22,6wwHcpTW7GA,Der Kampf gegen die Macht der Matrix,0,0,0,0,0,0,0
2017-08-22,3ku11XibiU8,Polsprung es ist soweit  mach dich bereit,0,0,0,0,0,0,0
2017-08-22,GdqwJCWzhvM,Wenn du wirklich willst gehst du den weglosen Weg,0,0,0,0,0,0,0
2017-08-21,g7V02DrhzHE,Nie wieder Julia,0,0,0,0,0,0,0
2017-08-20,4GrVDhqpBxg,Aus den tiefen des Kanninchenbaus: Der Mensch ist das Produkt der Matrix,0,0,0,0,0,0,0
2017-08-20,4Wwn8lHPOIs,Was bringt die neue Zeit?,0,0,0,0,0,0,0
2017-08-20,z3fEjh-AAQg,Verstandesparasiten gibt es  nicht,0,0,0,0,0,0,0
2017-08-20,Z8MqhN4gxPs,Transhumanuismus ab sofort überall kostenfrei erhältlich,0,0,0,0,0,0,0
2017-08-20,LdHogatxsnU,Sananda erlöse uns von dem Bösen,0,0,0,0,0,0,0
2017-08-20,q5ci0Y22ofI,Realitatstgestaltung wie sie richtig funktioniert,0,0,0,0,0,0,0
2017-08-20,VoEp8QylP_E,Prophezeiungen Alois Irlmaier und Van Rensburg,0,0,0,0,0,0,0
2017-08-20,8_PyzDprWHk,KI und was es damit auf sich hat,0,0,0,0,0,0,0
2017-08-20,7L9ufwANqUQ,Finde deinen Seelenpartner,0,0,0,0,0,0,0
2017-08-20,x4LJ8yAoqsg,Dimensionsubergang macht euch bereit,0,0,0,0,0,0,0
2017-08-20,AM1fKyfPjUY,Die Wiedergeburt der Erde,0,0,0,0,0,0,0
2017-08-20,KscqBsAkZjA,Erdgebundene Seelen,0,0,0,0,0,0,0
2017-08-20,nc5FSlWdOMg,Der Mond Projektion des Todes,0,0,0,0,0,0,0
2017-08-20,lDwQ6wgCxdA,Compact gesteuert,0,0,0,0,0,0,0
2017-08-20,sVi_scXGyTE,Das strukturierte Prinzip der Liebe,0,0,0,0,0,0,0
2017-08-20,OzjY64pqQ_M,Die Mission des Menschensohns,0,0,0,0,0,0,0
2017-08-20,a3TlmI0pcCg,Endzeit TV mit den neusten Meldungen aus der Irrenanstalt Welt - Zweite Folge,0,0,0,0,0,0,0
2017-08-20,6X840UWdEAg,Endzeit TV mit den neusten Meldungen aus der Irrenanstalt Welt - Erste Folge,0,0,0,0,0,0,0
2017-08-18,l1QFdBcW3ZE,Der Erkenntnisweg; Fernstudium Im Schöpferwissen: Der Weg direkt am Abgrund,0,0,0,0,0,0,0
2017-08-18,OOJEFbc6gYs,Der Weg in das Strukturierte Prinzip der Liebe,0,0,0,0,0,0,0
2017-08-18,6Riz7p2IwWU,Podcast Thomas: Die Realität die uns umgibt,0,0,0,0,0,0,0
2017-08-16,ufY5MbhcuRY,Mutter Vater Kind Erkenne das Programm und rette Dich solange Du noch kannst,0,0,0,0,0,0,0
2017-08-16,wnN7sWdIoSk,Die Wahrheit wird unsere Rettung sein,0,0,0,0,0,0,0
2017-08-16,lYlGnxXFtA8,Bist du ein Indigo?,0,0,0,0,0,0,0
2017-08-16,xj9ZGoXmA6k,Nichts ist wie es scheint:   Mythos und Wahrheit Grigori Grabovoi,0,0,0,0,0,0,0
2017-08-16,Mi5mBArlSZY,Ewiges Leben auf Grundlage von Technologie,0,0,0,0,0,0,0
2017-08-15,3nEVDLUNBKs,Aufklärung und die Lüge der Spiritualität,0,0,0,0,0,0,0
2017-08-15,k5MzsaCeg40,Ich fordere das Ende des Krieges,0,0,0,0,0,0,0
2017-08-14,pnHCAAjj4ec,Botschaft an die Menschheit,0,0,0,0,0,0,0
2017-08-10,C9QgEZ07El0,Meldung zur aktuellen Situation Schöpferwissen TV,0,0,0,0,0,0,0
2017-08-10,_UalKw0PACM,Der Gott in der Maschine,0,0,0,0,0,0,0
2017-08-06,zw0P27Nm84U,Das Biest in Dir -  Wie aus Göttern Affen wurden,0,0,0,0,0,0,0
2017-08-06,qn8sPifoI_8,"Heiler, Geisterjäger und Indigo Teil 2  - Wie aus Göttern Affen wurden",0,0,0,0,0,0,0
2017-08-06,r8WTYY2Z37s,"Heiler, Geisterjäger und Indigo Teil 1 -  Wie aus Göttern Affen werden",0,0,0,0,0,0,0
2017-08-06,D-7KBZs0SKw,Die Pläne der NWO -  Eine Erde ohne Menschen,0,0,0,0,0,0,0
2017-08-06,p8XhGR1wnMU,Die unglaubliche Wahrheit über Indigo Menschen Teil 2,0,0,0,0,0,0,0
2017-08-06,hvaqB96R2Zc,Bioroboter bereits unbemerkt unter uns  -  Wie aus Göttern Affen wurden,0,0,0,0,0,0,0
2017-08-06,YMR2fqvwxlo,Geistheiler Sananda  Indigos & Reptiloiden in Menschengestalt,0,0,0,0,0,0,0
2017-08-06,zRXcsPacj0k,Realitätsgestaltung  -  Der Mensch auf Schöpferebene,0,0,0,0,0,0,0
2017-08-06,IP8DBFAmQuc,Geistheiler Sananda -  Ein Diener Satans und der Anunnaki,0,0,0,0,0,0,0
2017-08-06,oYgt4EGDOIs,Spirituelle Fehlleitungen -  Podcast Thomas,0,0,0,0,0,0,0
2017-08-06,KLamgLcMa5E,Auf der Suche nach der Wahrheit  -  Statement Julia,0,0,0,0,0,0,0
2017-08-06,wDBv5ybdVLk,Die unglaubliche Wahrheit über Indigo Menschen Teil1,0,0,0,0,0,0,0
2017-08-06,uKgKgy5FSV8,Die Welt mit den Augen eines Indigos Teil 2 - Wie aus Göttern Affen wurden,0,0,0,0,0,0,0
2017-08-06,xoqwXN3BRBk,Auf dem Weg zum Schöpferwissen Teil 4,0,0,0,0,0,0,0
2017-08-04,6SaqB8RMFhk,Sananada ist zurück welch ein Glück für die Wiesen,0,0,0,0,0,0,0
2017-08-04,0nheHUWoeYE,Wir geben Dich nicht auf!,0,0,0,0,0,0,0
2017-08-02,CSEaAP65ghw,Thomas Veit: Die Suche nach der Wahrheit oder auch Der Weg der Selbsterkenntnis,0,0,0,0,0,0,0
2017-08-01,a29rAtDQu6k,Die Illusion und Lüge wie man ein glücklicher Mensch wird,0,0,0,0,0,0,0
2017-08-01,ZAFQHwmlZcE,Die Erinnerung - Ein Spiel auf Zeit,0,0,0,0,0,0,0
2017-08-01,DzWU7cdl_x8,Die Erinnerung an die Wahrheit: Schöpferwissen TV Teil 3,0,0,0,0,0,0,0
2017-08-01,BdTH4AtcBvo,"Endzeit: Falsche Heiler und Propheten, davon wird es viele geben",0,0,0,0,0,0,0
2017-07-31,ejMFXHXVAK0,Worin liegt die wahrhafte Absicht?,0,0,0,0,0,0,0
2017-07-30,LIKMTIpjj-E,Der Fehler in der Matrix -  auf einmal war das Wissen da,0,0,0,0,0,0,0
2017-07-30,J4llBQpHRi4,Die Erinnerung an die Wahrheit : Schöpferwissen TV,0,0,0,0,0,0,0
2017-07-27,mX0FX65YLwg,"Auf dem Weg ins Wissen, Intuition, Hellsichtigkeit deine Wahrhaftigkeit",0,0,0,0,0,0,0
2017-07-26,_rish0cRZJg,Erkenntnisbericht Kata: Was ist das Dämonische,0,0,0,0,0,0,0
2017-07-25,beh9sZ7UcRA,Was dir niemand über Thomas Veit erzählt,0,0,0,0,0,0,0
2017-07-25,X7Xk2Kp_Eck,Die Wahrheit tut weh aber die Lüge bringt euch um uncut,0,0,0,0,0,0,0
2017-07-25,ejd4DXlkVFU,Thomas Veit - Schaut mal richtig hin,0,0,0,0,0,0,0
2017-07-25,EO2tv4J1H6k,Sprache als Manipulationsmittel,0,0,0,0,0,0,0
2017-07-25,Tu6aSreZevo,"Wissen, Hellsichtigkeit, macht euch bereit!",0,0,0,0,0,0,0
2017-07-22,o-zrr4Ag7qo,So funktioniert Manipulation - Fallbeispiel Schöpferwiesen TV,0,0,0,0,0,0,0
2017-07-21,I8c6VPckb0w,Spirituelle Fehlleitungen und Verstandesmanipulation,0,0,0,0,0,0,0
2017-07-21,RQAsoGA9NT4,Die Machart der Matrix - Verstandesmanipulation und Spirituelle Fehlleitungen,0,0,0,0,0,0,0
2017-07-16,5IEKmDJfXek,"Hola amigo, Hello my good friend - Selbstprogrammierung durch Sprache",0,0,0,0,0,0,0
2017-07-16,uha4IAJ6URc,Die Machart der Matrix,0,0,0,0,0,0,0
2017-07-16,SAS_62gP_v8,Programm vs. Wahrhaftigkeit,0,0,0,0,0,0,0
2017-07-15,vWvaqq66F5M,Zerstörung bis in den Tod -  Matrix Programme,0,0,0,0,0,0,0
2017-07-15,eIjKC1NELz4,Julia: Das Strukturierte Prinzip der Liebe,0,0,0,0,0,0,0
2017-07-15,wb5GY4sA50k,"Ausschnitt aus dem Podcast: Es gibt keine Fehler, es gibt nur das nicht richtige Verstehen",0,0,0,0,0,0,0
2017-07-14,XuXJB6mcufU,Keiner Macht dem Informationskrieg,0,0,0,0,0,0,0
2017-07-13,WdqZCJTCNHA,Wer ist Schöpferwiesen TV - Ein Sinnbild der Dummheit der Menschheit?,0,0,0,0,0,0,0
2017-07-13,6UpP2qZRajM,Podcast Thomas Warum die Welt so ist wie sie ist,0,0,0,0,0,0,0
2017-07-11,GDcu0cqBWbY,Die Welt der Matrix Programme in voller Länge,0,0,0,0,0,0,0
2017-07-11,sSEbGcAfW4Q,Das Strukturierte Prinzip der Liebe wird gelebt,0,0,0,0,0,0,0
2017-07-10,ZMMCiJ3eRxA,Julia die Zweite - Schöpferwissen Thomas Veit,0,0,0,0,0,0,0
2017-07-06,osPp_bu4ZB4,Wie aus Wahrheit Lüge wurde,0,0,0,0,0,0,0
2017-07-05,qDtHiEIu5hw,Denken - Der Virus der Matrix,0,0,0,0,0,0,0
2017-07-04,wxDSJry4jP0,Wer ist Thomas Veit ?,0,0,0,0,0,0,0
2017-07-04,nVOqOWJWJBY,Einfach mal wieder Hallo sagen,0,0,0,0,0,0,0
2017-07-01,LsQy-q531_k,Wenn du wirklich wissen willst,0,0,0,0,0,0,0
2017-06-30,3ife_NoQgvY,Aufs Wiedersehen,0,0,0,0,0,0,0
2017-06-28,9NiRsgV-HdE,Das Spukhaus in der Matrix,0,0,0,0,0,0,0
2017-06-26,sCEt0zLgV30,Lügenprogramme,0,0,0,0,0,0,0
2017-06-25,-C030Ohp0_0,Matrixprogramme,0,0,0,0,0,0,0
2017-06-25,W0Sexgji-UE,Schöpferwissen TV und die Una Bella,0,0,0,0,0,0,0
2017-06-25,4FM1EPsn05c,Einer Allein - Thomas aus dem Hause Veit,0,0,0,0,0,0,0
2017-06-25,HiTsuu91ixA,Game Over,0,0,0,0,0,0,0
2017-06-23,XzqouRBKQHk,.. wenn du wirklich wissen willst ...,0,0,0,0,0,0,0
2017-06-23,Dv7zZ0xyv4Q,Schöpferwissen TV will nur euer Geld,0,0,0,0,0,0,0
2017-06-20,Nlp18vcckAQ,Wissen zeigt sich durch das TUN,0,0,0,0,0,0,0
2017-06-20,xB_kc5ra3Kc,"Uns kriegt ihr Nie, Fickt euch ins Knie",0,0,0,0,0,0,0
2017-06-20,YuCR9e5bQQA,Im Abgrund der Matrix,0,0,0,0,0,0,0
2017-06-19,rGppbNAIk94,Das Spiel der Matrix,0,0,0,0,0,0,0
2017-06-19,J2xe3RNXKho,Transhumanismus ist Realität,0,0,0,0,0,0,0
2017-06-14,dtwMkV8W850,Die Offenbarung - Das Programm Schöpferwiesen TV,0,0,0,0,0,0,0
2017-06-14,-W2k0-UwoqY,Podcast Thomas: Exit aus der Matrix,0,0,0,0,0,0,0
2017-06-12,6DP2AOaqTCc,Der niemals endende Erkenntnisweg - Erkennen-Verstehen-Handeln,0,0,0,0,0,0,0
2017-06-11,csv2Atfces4,Er musste den Weg gehen um zu verstehen: Thomas aus dem Hause Veit,0,0,0,0,0,0,0
2017-06-09,RKFGIV4YK1c,Statement über das Wirken von Thomas a.F.Veit - Die eigene Entprogrammierung mit dem Fernstudium,0,0,0,0,0,0,0
2017-06-09,PxZF1Jf-nPA,Der Kampf für die Befreiung der Menschheit Teil 1,0,0,0,0,0,0,0
2017-06-05,BKDjXD0qgHs,"Eilmeldung: Thomas und Julia, Rettung der Menschheit",0,0,0,0,0,0,0
2017-06-01,66UjlXHd9dA,"Der Weg der Entprogrammierung: Erkennen, Verstehen, HANDELN",0,0,0,0,0,0,0
2017-06-01,agDMylDcD3E,The Matrix vs. Real Creation,0,0,0,0,0,0,0
2017-05-31,mXG02F9j0ag,Erkennen Verstehen Handeln - Thomas aus dem Hause Veit,0,0,0,0,0,0,0
2017-05-31,y5QdjQxbrcY,Der Kampf der Entprogrammierung - Dein Training beginnt Jetzt,0,0,0,0,0,0,0
2017-05-29,OadOfrXOzXo,Das Lauffeuer der Wahrheit lässt grüssen,0,0,0,0,0,0,0
2017-05-29,u5IdhE7ZQ1I,Wahrhafter Informationsaustausch im Fernstudium in der Ferne,0,0,0,0,0,0,0
2017-05-29,GUZRL4A4rFU,Ein herzliches Dankeschön für die Zuarbeit von Schöpferwiesen TV,0,0,0,0,0,0,0
2017-05-28,RsZ_03SVqLw,clairvoyance - Now I Know,0,0,0,0,0,0,0
2017-05-28,NE6E_Sn0wyo,Intention,0,0,0,0,0,0,0
2017-05-28,C0JqnZrducs,Die sinnlose Odysee der Menschheit - Beispiele aus dem Leben,0,0,0,0,0,0,0
2017-05-28,kQei38_gn34,Die Gefahr der Wahrheit und den Wahnsinn den man Normalität nennt,0,0,0,0,0,0,0
2017-05-27,vvbgzDqMG1U,Fernstudium in der Ferne - Erfahrungsbericht Spot Thailand,0,0,0,0,0,0,0
2017-05-27,CWjYt7biRT0,"Spieglein, Spieglein ... Teil 2",0,0,0,0,0,0,0
2017-05-25,HNtdoGelHAE,Selbstzerstörung durch Spiritualität: Induziertes Irresein,0,0,0,0,0,0,0
2017-05-24,m3WzDocJdqI,Wahrhaft Liebe Leben Teil 2,0,0,0,0,0,0,0
2017-05-22,hrlxSWkIxu0,Wahrhaft Liebe Leben Teil 1,0,0,0,0,0,0,0
2017-05-21,DpiGwW9XTz4,Starthilfe für die eigene Entprogrammierung - Spot Thailand,0,0,0,0,0,0,0
2017-05-18,YHB9VbgBsXc,Handeln im Strukturierten Prinzip der Liebe - Sponsoring Fussballmannschaft Afrika,0,0,0,0,0,0,0
2017-05-18,4QqfPceP1g8,Fernstudium in der Ferne - Spot Thailand,0,0,0,0,0,0,0
2017-05-16,5unrcyNmlXM,Wenn du deine Berufung lebst ...,0,0,0,0,0,0,0
2017-05-14,3lRPCgpCNZo,Spieglein Spieglein an der Wand ...,0,0,0,0,0,0,0
2017-05-13,gVa9TW8KYFo,Der Weg des Kriegers für eine Ehrenwerte Gesellschaft Teil 2,0,0,0,0,0,0,0
2017-05-13,UgHtQwAWpgY,Entprogrammierung mit wahrhaften Absichten - Spot Thailand,0,0,0,0,0,0,0
2017-05-11,7fK1ShPXX_Y,Der Weg des Kriegers für eine Ehrenwerte Gesellschaft,0,0,0,0,0,0,0
2017-05-11,PhVpR7U4YuY,Der Weg des Kriegers - weiter in die Tiefen des Kaninchenbaus,0,0,0,0,0,0,0
2017-05-10,dBLBT5HKqVM,Impulse für die eigene Entwicklung,0,0,0,0,0,0,0
2017-05-10,TXxqq_HSoSs,Von Angst gesteuert oder das Leben des strukturierten Prinzips der Liebe,0,0,0,0,0,0,0
2017-05-09,LRGOObrAK1c,"Entprogrammierung - Die Wahrheit, dein Wissen bringt die Heilung",0,0,0,0,0,0,0
2017-05-09,0RUVMndMWbE,Podcast: Richtiger Einsatz unserer Schaffenskraft,0,0,0,0,0,0,0
2017-05-09,I2y0glEK0MU,Wahrhafte Wertschätzung: Der Weg in eine ehrenwerte Gesellschaft,0,0,0,0,0,0,0
2017-05-06,WJqmxZraQhU,Programmbehaftetes Verhalten - So gehst du an dem was Realität ist ständig vorbeit,0,0,0,0,0,0,0
2017-05-06,I69GM_bNmwk,Lasst uns ein Spiel spielen ...,0,0,0,0,0,0,0
2017-05-06,LQQNrVdcPqA,Hilfe naht: Auf dem Weg der Besserung,0,0,0,0,0,0,0
2017-05-04,PTbOKYdQ2yM,Ständige Raumwechsel bringen Erkenntnisse mit sich auf dem Weg ins Wissen,0,0,0,0,0,0,0
2017-05-04,3Gd6gyd0OvU,Der Schöpfer in dieser Welt ist die Matrix Teil 2,0,0,0,0,0,0,0
2017-05-04,JHSuXiKjlUY,"Neid, Hass und Eifersucht lässt Menschen kippen",0,0,0,0,0,0,0
2017-05-04,rUv9BkVzQh0,Der Schöpfer in dieser Welt ist die Matrix Teil 1,0,0,0,0,0,0,0
2017-05-01,uvdBUE2l8ZA,First Rebuilding Project Bayliner Capri,0,0,0,0,0,0,0
2017-05-01,oEuR8hp_6Hs,Eine ehrenwerte Gesellschaft im Strukturierten Prinzip der Liebe,0,0,0,0,0,0,0
2017-05-01,k8JGCneu5VE,"Alarmstufe Rot: Erkennen, Verstehen, Handeln",0,0,0,0,0,0,0
2017-05-01,1jxAZoKcnzQ,Der programmierte Mensch - Verrat in den eigenen Reihen,0,0,0,0,0,0,0
2017-04-30,aRppR_v-1WA,Der Dämon in Menschengestalt : Zerstörerische Folgen von Gruppendynamiken,0,0,0,0,0,0,0
2017-04-30,x_zYvAaQ2Pg,Entprogrammierung : Einzig und allein durch deinen eigenen Weg der Selbsterkenntnis,0,0,0,0,0,0,0
2017-04-30,05qMyRdV1IQ,Der Kampf gegen die Macht der Matrix,0,0,0,0,0,0,0
2017-04-29,U3jxNk-mTLE,Das Strukturierte Prinzip der Liebe in seiner Definition,0,0,0,0,0,0,0
2017-04-27,A8Rq66FJSGQ,Im Tun liegt die Entwicklung,0,0,0,0,0,0,0
2017-04-27,ArWuwz7bBn8,Projekt Nebukadnezzar -  In Wahrhaftigkeit Realitäten gestalten,0,0,0,0,0,0,0
2017-04-24,N_sVPFfu9Tg,Klare Ansagen für deine Entprogrammierung,0,0,0,0,0,0,0
2017-04-24,CfRG_2rA5Go,Wie aus Göttern Affen wurden: Thema Authismus,0,0,0,0,0,0,0
2017-04-22,NxW_MMbyUo0,Projekt Nebukadnezzar - Wahrhafte Impulse für deine schnelle Entprogrammierung,0,0,0,0,0,0,0
2017-04-22,PvLdpF_PbEY,Dolphine Day - Realitätsgestaltung im Strukturierten Prinzip der Liebe,0,0,0,0,0,0,0
2017-04-21,QwUOZ4rmhvc,"Nanobots, Morgellons und andere technologische Raffinessen der Matrix",0,0,0,0,0,0,0
2017-04-20,h5IxZK09BVU,Projektarbeit Geisteskraft Thailand - Realitätsgestaltung im Strukturierten Prinzip der Liebe,0,0,0,0,0,0,0
2017-04-20,ApK72cBRIJE,"Podcast: Aus den tiefen des Kanninchenbaus, Der Mensch ist das Produkt der Matrix",0,0,0,0,0,0,0
